title,nickname,read_time,img_src,id,herf,introduction,fav,share,comment
小众说唱 | 独立的灵魂不做谁的附庸,与你梦游到下世纪,19647,http://p2.music.126.net/rsbMclNJxwtm3-uuawZVKA==/109951167966696310.jpg?param=140y140,7578545614,https://music.163.com/playlist?id=7578545614,"介绍：
《一代宗师》中叶问曾经说过：

“我见过了高山，
才发现最难过的原来是生活。”

二十多岁的年纪不可能认命，相信破茧成蝶，相信涅槃重生，不能因为摔了跤就一直待在原地不起来，我们要做的是彻底斩断自己...
",130,1,3
节奏起飞丨坐上我的跑车感受推背,原创君,584万,http://p2.music.126.net/bSPc5zpfFQxGHdNjjk3cNw==/109951166962591926.jpg?param=140y140,6593961746,https://music.163.com/playlist?id=6593961746,"介绍：
随节奏摇摆
我要做最闪耀的午夜玫瑰

/封面来自@张秃秃Tracy
",52049,594,213
说唱TOP：关关难过，关关过,永远ok丨,2997,http://p2.music.126.net/51S8RHtOFPOwZzZ2OujI5w==/109951167873349198.jpg?param=140y140,7635205031,https://music.163.com/playlist?id=7635205031,"介绍：
偶尔不开心的时候就当是快乐正在加载

说唱精神
",12,1,0
「爵士说唱」向日葵味道的旋律,研究表明狗会听音乐,56万,http://p2.music.126.net/5TXGY89roKkOsFdoz_F92g==/109951164075009953.jpg?param=140y140,385210059,https://music.163.com/playlist?id=385210059,"介绍：
封面来自《混沌武士》
个人收藏的 Jazz Hip-hop

忘记烦恼
忘记一切
",11989,233,96
干嘛听苦情歌 以为多浪漫,你又来偷偷看我了吗,213万,http://p2.music.126.net/OifT1SzOXBMKASTz3Xpmyg==/109951165469044962.jpg?param=140y140,642788714,https://music.163.com/playlist?id=642788714,"介绍：
不管发生什么 都别放弃
",19986,235,86
rapper唱情歌 | 高能雷达☢,小何_jian,1202万,http://p2.music.126.net/z2lyND8vA9vV8Dbm4NDNmg==/109951166204860107.jpg?param=140y140,4933201498,https://music.163.com/playlist?id=4933201498,"介绍：
v：rapper515
情歌环节
欢迎友友们来到小何的歌单里
歌单主打高能单曲，风格以情歌为基础的歌单
不是所有甜甜的歌才叫情歌
歌单中有很多宝藏歌曲都需要你们去发掘
爱你不止3000遍
",13万,1715,9
有很多的rapper情歌,_-陈冠希-,880万,http://p2.music.126.net/Ejxh5EkPc6d5sKje984ybA==/109951167502019990.jpg?param=140y140,2008947511,https://music.163.com/playlist?id=2008947511,"介绍：
这些歌都是为了与你一起听,因为我爱你不是情话，是真心话。（建议随机播放）
",12万,1671,288
Jazz HipHop经典系列,雰川水也,228万,http://p2.music.126.net/-15MWttNV5Cm7fqi82MT3A==/109951163045255646.jpg?param=140y140,21129118,https://music.163.com/playlist?id=21129118,"介绍：
12345679 × 45
12345679 × 18
12345679 × 00
",47274,897,308
辣妹听hiphop!!,CreepyCreepyCreepy,750万,http://p2.music.126.net/tnmiAQOZfcDqp38wd_veNA==/109951166079101615.jpg?param=140y140,2049779104,https://music.163.com/playlist?id=2049779104,"介绍：
[持续更新]

Close your eyes count to seven
And then You will be in heaven

谁说小姐姐不听说唱？
",12万,2304,373
I'm the Queen ｜ 拽姐专属BGM ,COOLIN1217,209,http://p2.music.126.net/VFZlLM34r-NYuLXSYb4FFQ==/109951168066922238.jpg?param=140y140,7724710164,https://music.163.com/playlist?id=7724710164,"介绍：
并不是所有女孩都是用糖果、香料和美好的东西做成的
有些女孩，生来即代表冒险、美酒、智慧与无所畏惧
勇敢向前冲吧
",3,,0
你是可爱的小朋友 值得遇到最好的人,mayuko然,1273万,http://p2.music.126.net/9VzqGEl8QTv9om11FK1hGw==/109951164135857052.jpg?param=140y140,2816423152,https://music.163.com/playlist?id=2816423152,"介绍：
希望你遇见的人 “让你重新做回小朋友”
希望你遇见的人 “没你不行 能坚定的选择你”
希望你遇见的人 “对你付出全部的温柔和爱”
希望你遇见的人 “觉得你比世界更重要一点”
希望你遇见的人 “宠你 爱你...
",11万,2174,793
美式说唱/板仔skateboard/刷街系列,Telwq,28856,http://p2.music.126.net/XhixdYipqKDzjBcdreLoKg==/109951164746006976.jpg?param=140y140,2694426667,https://music.163.com/playlist?id=2694426667,"介绍：
The Renaissance was an epoch of unparalleled cultural achievement.
",308,8,5
「温柔的地下诗人」,重慶二流仔,1172万,http://p2.music.126.net/EX4sP6kIxMbnYzvHunKseg==/109951162983644195.jpg?param=140y140,427024108,https://music.163.com/playlist?id=427024108,"介绍：
偏爱轻饶舌 偏爱pop rap 偏爱男女搭配 
偏爱funky 偏爱 old school jazz hiphop
这个歌单只听我喜欢听的 现在谁都是个rapper
想要我把你歌加进歌单 好不好听心里没点b数吗
",13万,2270,814
浪漫限定 ♡ 和喜欢的人一起吹吹海风去吧,月亮藏不住的小情绪,23万,http://p2.music.126.net/gAyLloXZyB9z9f3EwakCvQ==/109951167672656817.jpg?param=140y140,7537414134,https://music.163.com/playlist?id=7537414134,"介绍：
希望我们不止是 在谈恋爱
更要一起 奔赴未来

你靠近我 我走向你
互相迁就 双向奔赴

我心疼你的不容易
你宠我的小情绪
互相偏爱 才值得♡﻿
",1220,17,17
hook好听的华语说唱,wabbbbbi,164万,http://p2.music.126.net/rPo_WhyeYNdfyYoCbPY1ew==/109951165003467274.jpg?param=140y140,2723340897,https://music.163.com/playlist?id=2723340897,"介绍：
HAVE A NICE DAY: )
欢迎来挖掘宝藏
会私心混点喜欢且好听的R&B

推荐album:
• 刘聪 - KEY to L
• 王以太 - 演.说.家
• 安全着陆 - 安全自救手册
• AR(刘夫阳) - 非流行说唱
• 瘦子 E.SO - 灵魂出窍O...
",20138,300,123
自嗨必备||200首优质HipHop歌曲精选,JealousBoy,81万,http://p2.music.126.net/ewFs-cJR8-cvLOuFzSpXKA==/109951165495483551.jpg?param=140y140,5003037677,https://music.163.com/playlist?id=5003037677,"介绍：
在家无聊吗？
来一首好的HipHop歌曲解乏吧！

遇到困难了吗？
来一首好的HipHop歌曲放松放松心情吧！

陷入歌荒了吗？
来一首好的HipHop歌曲加入你的心动列表吧！

从多于三千首的合集中精选出的二百首Hip...
",8618,110,24
致敬奋斗｜随机播放那些埋头发光的日子,秋chill的首席推歌官,18万,http://p2.music.126.net/-xNVDyIVj57-FAKxf3bxLw==/109951165926641640.jpg?param=140y140,6730173517,https://music.163.com/playlist?id=6730173517,"介绍：
【嘿 siri！拿起mic致敬那些奋斗的日子吧！】

为什么不停问
为什么都说你不行 笨
为什么总说你不勤 奋

/

你不去碰壁把握机遇 一直不停寻找
你开足动力拼命积聚 在每天的清早
你加快脚步追赶 想让他们吓...
",1310,2,5
旋律说唱丨循环系列,Selected音乐,2325万,http://p2.music.126.net/UV7LczgG7Jd6ZXc5WLHVWg==/109951165177553168.jpg?param=140y140,2423939332,https://music.163.com/playlist?id=2423939332,"介绍：
(接投稿)因为专一 所以专业 让你感受最动听的旋律说唱 持续更新
",19万,4947,558
国产HipHop从地下到地上,设计院OG,3926万,http://p2.music.126.net/t97_FTCUQsFJrh-gSE33_g==/109951167665585892.jpg?param=140y140,638864394,https://music.163.com/playlist?id=638864394,"介绍：
个人喜好歌单
",42万,6134,3056
[RAP]中文励志说唱——为梦想努力奋斗,真让我火大,19150,http://p2.music.126.net/jnlcp5En66NhUtlOYrNl6g==/109951167961113719.jpg?param=140y140,7615829654,https://music.163.com/playlist?id=7615829654,"介绍：
虽然你的路走错了

但是你看到了别人看不到的风景
",63,,0
“就怕rapper说情话”,有人弄乱了玫瑰-,374万,http://p2.music.126.net/lJTQrwPvC1C2d7bgsT60qg==/109951165504311009.jpg?param=140y140,5355088033,https://music.163.com/playlist?id=5355088033,"介绍：
不要因自己的贪玩和任性 辜负了那些爱你的人.
",36375,417,124
Rap Star「高质量说唱精选」,力OG,2281万,http://p2.music.126.net/j2VKyWbhokZYDiDZm3tt_g==/109951165217904337.jpg?param=140y140,3035765774,https://music.163.com/playlist?id=3035765774,"介绍：
接投稿 听说唱必备歌单,好听到爆持续更新!!!
",17万,4906,468
Rapper说情话｜突然想闻一闻恋爱的酸臭味,原创君,1593万,http://p2.music.126.net/pvykzS6dyOPNkLT-nBCJFg==/18557557255604481.jpg?param=140y140,867730778,https://music.163.com/playlist?id=867730778,"介绍：
不怕流氓有文化，就怕Rapper说情话。(持续更新)

在台上张牙舞爪的说唱歌手，其实私底下说起情话来眼里满是爱意，说唱里也不只是节奏，经常会有些洗脑又撩人的旋律伺机钻进大脑里。

这里聚集Rapper们的情...
",20万,4051,750
Jony J 有思想的嘻哈诗人,ice-angel,1828万,http://p2.music.126.net/A-fuc5YMeav8qgOWIkRd9Q==/18868719044751248.jpg?param=140y140,817685692,https://music.163.com/playlist?id=817685692,"介绍：
好看的人多，有趣的人少
所以在这个时代
我们会格外珍惜那些骨子里帅气的人
Jony J就是这样一位Rapper
",21万,3365,930
韩Rap‖用嘴炮唤醒晕眩的大脑,酸性猫咪奶茶,41986,http://p2.music.126.net/kjCersLTCSvIC9jw9ffQMA==/109951167300726429.jpg?param=140y140,7383150542,https://music.163.com/playlist?id=7383150542,"介绍：
用强硬的rap打破清晨的困倦
感受嘴炮的轰炸
从节奏中感受力量
比起靠键盘做HIPHOP
更喜欢用行动回击
用这rap肆意的在你耳朵上击打
We gon burn the night

封面:BTS成员闵玧其SUGA
",196,5,5
时光漫步 | 记一场盛夏里的双向奔赴,月亮藏不住的小情绪,65476,http://p2.music.126.net/4fvKkMPNAajCK4n6vNknvQ==/109951167736089863.jpg?param=140y140,7567668432,https://music.163.com/playlist?id=7567668432,"介绍：
我们的青春时光
在时间的指针中悄悄不见

还没来得及尽情挥霍青春
我们便已奔向属于各自的远方

曾经属于我们的青春时光
总想用相机把它锁进照片中永远的留存

任由岁月无尽的敲打
依旧清晰存放在我们的心...
",293,5,1
Big Latto 乐透姐 全收录,Cardi_B,2146,http://p2.music.126.net/-mYaKXfrCxtRJIlXbfPgLQ==/109951168021191670.jpg?param=140y140,7658525052,https://music.163.com/playlist?id=7658525052,"介绍：
艺名：Latto (原Mulatto) 
译名：乐透/拉朵
原名：Alyssa Michelle Stephens
粉丝名：Jackpots
出生年月：1998-12-22
首专：Queen From Da Souf (2020)
二专：777 (2022)
合作艺人：Mariah Carey、Chris B...
",11,2,0
甜蜜说唱 | 宝贝 我只要你的偏爱和例外,月亮藏不住的小情绪,57517,http://p2.music.126.net/GlxFwkE0fdF1EKp5ZIbt8Q==/109951167730853934.jpg?param=140y140,7564548625,https://music.163.com/playlist?id=7564548625,"介绍：
“世间所有相遇，都是久别重逢， 所有的遇见都不会太晚。”

好像冥冥中
早已注定一样

前世都有走过
对方生命中

现世再次相遇
如同久别重逢一样

我希望这次
能成为你唯一的偏爱和例外
",286,4,10
"trap,嘻哈榜，（最洗脑的歌曲）",Boy2099,169万,http://p2.music.126.net/0hqSAAXGRA4jLGmGmZXGkA==/109951167829951015.jpg?param=140y140,2051476669,https://music.163.com/playlist?id=2051476669,"介绍：
每首都洗脑，超强后劲，自己都不敢经常听这歌单怕自己的，颈骨都摇断了
",21822,300,99
你乌云逃走在我上空 hyper pop/Rage,渡日夜,35万,http://p2.music.126.net/zCrt76M4za2bqLrbBZxBAA==/109951167471644806.jpg?param=140y140,2793403811,https://music.163.com/playlist?id=2793403811,"介绍：
乌云 乌云 逃走在我的上空

关于mumble rap/new wave：
字面上就是模糊不清的说唱

mumble rap是trap发展到极致后的一个产物
在空洞无物的陷进节奏中 
已经不再需要词汇去带动听众的情绪 
而是演唱者跟随着...
",2375,42,9
节奏Rap｜运动一夏 健身必备,这条平凡的狗_QwQ,36万,http://p2.music.126.net/lIF6avMGvwui3D75IQ-2vw==/109951166135399856.jpg?param=140y140,6835124022,https://music.163.com/playlist?id=6835124022,"介绍：
随着近几年人们生活水平提高…
越来越多的人喜欢上了健身…
但是健身本就是枯燥乏味的过程…
过程虽然很辛苦…
但是只要坚持就会得到想要的回报…
健身不光是身材上的变化…
更多的是内心的变化…
让你由内...
",3203,44,12
「抒情rap」风接着吹，车窗摇下头发飞,Evelauren,87万,http://p2.music.126.net/gpMbVJWyi8mIpOqQommCLA==/109951165458500742.jpg?param=140y140,821147605,https://music.163.com/playlist?id=821147605,"介绍：
小可爱们有想推荐的歌曲欢迎投稿~

不定时更新 感谢收听/支持❤喜欢记得收藏/分享❤

建议 | 听歌也需要耐心 别急着切 前奏后面或许有惊喜 祝你们都能遇到自己喜欢的音乐♫

当前封面: 桔梗

听歌愉快
",10508,187,59
超炸Rap丨好听的Flow花式的秀,oreo灵,661万,http://p2.music.126.net/MZPM5uEwhy2ITd7cdEluXA==/109951164232179423.jpg?param=140y140,2670213947,https://music.163.com/playlist?id=2670213947,"介绍：
有趣的灵魂会Rap 前几首有些是热度不太高的歌曲 但是很好听 希望喜欢就在歌里留下评论谢谢
欢迎补充 留在评论我会看
我加入了英文饶舌 但是不想改歌单名字 9月18日
",64507,710,407
【说唱情绪】放手 也许就不遗憾了,Lion_Z狮子,344万,http://p2.music.126.net/p6nDvI5xJP1DiRHzNBkyEw==/109951166264868655.jpg?param=140y140,6904135265,https://music.163.com/playlist?id=6904135265,"介绍：
我的过去 我的未来
编制旋律 还在等待
你的过来 待续...
",7947,57,25
每天都有不同的難過｜亞比二次元& new wave,怡爆炸,85057,http://p2.music.126.net/5_Onkca6RTNTJyLvGduCPA==/109951167204275922.jpg?param=140y140,7233535491,https://music.163.com/playlist?id=7233535491,"介绍：
爺的心禁止訪問 別讓俺心碎
",2279,31,16
Swingman_z0,Swingman_z0,186万,http://p2.music.126.net/2nCGkWIYDsU4-DY6TYUs_A==/109951166470886271.jpg?param=140y140,6818649749,https://music.163.com/playlist?id=6818649749,"介绍：
Become each other's souls.
",58198,522,270
嘻哈糖果/上帝啊 这些Rapper情话犯规了,小龙再见了,624万,http://p2.music.126.net/Ok6NGtWdCDP7CKeUYAyy5g==/109951163589599038.jpg?param=140y140,2454417037,https://music.163.com/playlist?id=2454417037,"介绍：
你穿的再多
心里没我
还是冻死你.....
恩mmm
还有
{不出名的rapper可以投稿给我}
",98798,1146,493
【国内说唱】适合无限循环播放Rap,奋力爬上山巅的山羊,231万,http://p2.music.126.net/15I7nVPCiJh9bmMmhkgH9A==/109951167503653645.jpg?param=140y140,7455142766,https://music.163.com/playlist?id=7455142766,"介绍：
节奏太强，音浪不晃，会被撞到地上。
精选听歌喜好整理分享
",28870,312,72
Jazz Rap丨嘻哈街头与雅痞绅士,丨IIIIIIIIII丨,17万,http://p2.music.126.net/BJXXBiQMFcSvjKOt6MrRQA==/109951167593024566.jpg?param=140y140,4865889792,https://music.163.com/playlist?id=4865889792,"介绍：
不一样的爵士不一样的嘻哈。

细腻柔和的曲风，优美的辞藻搭配优雅的爵士伴奏，节奏感韵律十足，你会在舒适轻松的氛围中得到治愈。

Jazz Rap的节奏与hip-hop完全一样，其素材和音乐结构取自于cool jazz（...
",3492,44,19
一起甜滋滋 | Rapper唱情歌 想给你快乐,原创君,67万,http://p2.music.126.net/NbhmW1XkW8qfg4sK3QEIaQ==/109951165291459814.jpg?param=140y140,5213031406,https://music.163.com/playlist?id=5213031406,"介绍：
感受短暂而漫长的心动
然后在律动里写进诗篇

rapper把情歌唱给你
想你快乐

封面来自网络
",6358,142,83
Trap Rap｜低音轰炸 匪帮唱诗 ,GucciVoss,61万,http://p2.music.126.net/m9l8eZ9-_QqGK8SBK3N65A==/109951163909379443.jpg?param=140y140,2017497382,https://music.163.com/playlist?id=2017497382,"介绍：

在受害者酒精里发现少量血液

",7399,183,65
Hiphop 男声 | 入耳既醉的性感声线,一只眼睛的鹿_,1238万,http://p2.music.126.net/uqkRSb9GuN9Gw-FReWNQyg==/109951166332296993.jpg?param=140y140,6938538798,https://music.163.com/playlist?id=6938538798,"介绍：
他就站在那里不说话，嘴角噙笑，眼神清亮，世界都亮了。
",16562,121,51
Rap R&B丝滑优美旋律,GK9999,254万,http://p2.music.126.net/44kUuSMLJs2FS4lO5buYYA==/109951165433494456.jpg?param=140y140,2309814959,https://music.163.com/playlist?id=2309814959,"介绍：
Rap R&B个人喜欢
",40416,447,98
Hip Hop | 温柔的夜里，你是我最后的甜蜜,薛定谔的缝纫机,420万,http://p2.music.126.net/u9kwjZ_bf66QBwc9EqwQ9g==/109951167301864885.jpg?param=140y140,2181195918,https://music.163.com/playlist?id=2181195918,"介绍：
还记得是一个温柔的，吹着潮湿海风的夜里，你问我，你知道最幸运的数字是什么吗?我说不知道呀。你说，是五。我问，为什么是五呢?你张开手掌道，你看这是不是五呢，来，把你的手插进我的手指缝间哦，这样我...
",53886,717,142
油门踩到底丨听说跑车越粉 马力越猛,原创君,24万,http://p2.music.126.net/N0KWBID0UDfTMDqzUiR9Mw==/109951167901415014.jpg?param=140y140,7650348166,https://music.163.com/playlist?id=7650348166,"介绍：
VroomVroom
坐上我的芭比粉超跑
感受引擎的轰鸣

/封面来自网络
",1071,17,16
情歌说唱/想把你搂在怀里,_Jale,148万,http://p2.music.126.net/dz4rBBQCP3AZ48PB7RaOww==/109951163577612126.jpg?param=140y140,2383994105,https://music.163.com/playlist?id=2383994105,,20331,282,112
伤感EMO说唱:才想起我们还没有好好道别,四川贫困人口,114万,http://p2.music.126.net/EDL7sO_EN5wOVPGrD01rRw==/109951167807732024.jpg?param=140y140,7603083259,https://music.163.com/playlist?id=7603083259,"介绍：
我理解你小心翼翼地远离人群，只是因为你曾厚待过他们，他们却辜负了你。
",914,,2
那些好听的beat说唱,做你的柠檬水,369万,http://p2.music.126.net/b08YX7-7t0D5QPFKVoJ5QQ==/109951164036446504.jpg?param=140y140,2434195584,https://music.163.com/playlist?id=2434195584,"介绍：
让人治愈的话 那一定就是说唱.
",41416,589,101
【美式Rap】篮球、撸铁、健身、练肌,奋力爬上山巅的山羊,30944,http://p2.music.126.net/YEozYpzb115fJNMecM1DbQ==/109951166784172061.jpg?param=140y140,6910943140,https://music.163.com/playlist?id=6910943140,"介绍：
收藏超100更新，持续收录中，健身控可安利
",246,2,1
hiphop『国产高质量』,xy耀,1203万,http://p2.music.126.net/9wQNNtCf1ZoyxpXwX7ZnzQ==/18933590230374600.jpg?param=140y140,440582108,https://music.163.com/playlist?id=440582108,"介绍：
喜欢hiphop一定要支持国产，这张高质量国产hiphop歌单希望你能喜欢!
",13万,3126,580
酷酷的歌 ♡ 要悄悄努力 然后惊艳所有人,月亮藏不住的小情绪,59491,http://p2.music.126.net/SQnITlut4bN0QhDRKwXkzw==/109951167751640483.jpg?param=140y140,7575209471,https://music.163.com/playlist?id=7575209471,"介绍：
带着不后悔勇敢地奔赴未来，不也是一件很酷的事情吗
",335,3,2
超炸英文rap,1900killthevibe,163万,http://p2.music.126.net/CPsPeiEnNIWKzQJCgeHUNQ==/109951163870427291.jpg?param=140y140,2673281124,https://music.163.com/playlist?id=2673281124,"介绍：
收藏歌单 顺便给我账号点个关注呗 谢谢大家
接推广！！！
",21192,291,199
「欧美说唱」温柔rap唱给你听,The_Shire,58546,http://p2.music.126.net/0cY26CtlMC2oubnTBs18uw==/109951166921619488.jpg?param=140y140,7212442830,https://music.163.com/playlist?id=7212442830,"介绍：
心情不好的时候，这些英文歌是最好的解药。不仅可以消除烦恼，也为你增添一些快乐。不怕歌荒，优质嗓音，给你的耳朵大大的满足。或许你不知道这些歌的意思，但是总有那么一段 旋律在你的脑海循环，让你 瞬...
",1693,10,3
「说唱」那你呢 喜欢过我吗,可你怎么总是忘记我很爱你,375万,http://p2.music.126.net/erp10S4nDUQBIegEiIe7xQ==/109951163850159224.jpg?param=140y140,2411565253,https://music.163.com/playlist?id=2411565253,"介绍：
月亮很亮 亮也没用 没用也亮
我很喜欢你 喜欢也没用 没用也喜欢

",56130,572,457
当炸裂beat配上炸裂说唱flow,多写loop容易秃头,356万,http://p2.music.126.net/yWeZr5Jr6egmg2ZjXsWUww==/109951164103440809.jpg?param=140y140,2755687592,https://music.163.com/playlist?id=2755687592,"介绍：
炸就vans了
",45759,639,166
旋律说唱感受Rapper（深情告白ing）,倒数-18,1078万,http://p2.music.126.net/qni8rZxVshOkPUv4ZpB5-w==/109951168021414737.jpg?param=140y140,2930011300,https://music.163.com/playlist?id=2930011300,"介绍：
只放好听的，有好歌私信我（持续更新） 推广投稿：November_583
",77806,1048,527
欧美HipHop当下流行RAP(建议随机播放）,阿天不钓鱼,65万,http://p2.music.126.net/kFkxqM1McHMXpm8EmOy3pg==/109951164777325550.jpg?param=140y140,4901099218,https://music.163.com/playlist?id=4901099218,"介绍：
说唱不仅是一种音乐的表达形式，它也代表着纯正的HipHop 文化，这份歌单绝对能带给你当下欧美流行Rap的味道，赶快收藏起来吧。
",8127,187,30
HipHop风格-爵士说唱（Jazz Rap）,Rootskool,37万,http://p2.music.126.net/x4maIFifJvVtGJGqyVizew==/109951166347930413.jpg?param=140y140,2483061644,https://music.163.com/playlist?id=2483061644,"介绍：
爵士说唱（Jazz HipHop）/Jazz Rap 爵士说唱  

是一种将嘻哈音乐和爵士音乐融合的音乐形式，歌词通常乐观向上，具有良知，甚至是非洲中心起源思想。就节奏来说，爵士说唱的音乐还是更为嘻哈一点，不过歌曲...
",6448,114,43
心动时刻 ☪ 浪漫与夏天的完美结合,月亮藏不住的小情绪,21万,http://p2.music.126.net/M_lv4TYBNwwh9TvdArVRyw==/109951167710564397.jpg?param=140y140,7554881911,https://music.163.com/playlist?id=7554881911,"介绍：
你风尘仆仆向我走来
胜过所有温柔

这个夏天
想和你环游世界

希望所谓的偶遇
都是我们心照不宣的合作

文案作者：摆渡人阿Q
",2010,47,35
微醺Hiphop | 扑通 醉倒在酿满爱的银河,你要乖喔-,843万,http://p2.music.126.net/-8A5EGZ8hz3byulhycfk2Q==/109951165108319236.jpg?param=140y140,5091550227,https://music.163.com/playlist?id=5091550227,"介绍：
「本歌单收录了高糖分的中文说唱

“爱”啊 就是从“认识你”到“陪伴你”」

好想跑去找你，然后抱紧你

和你说声我想你，即使不见面

我心里只有一个位置

里面安安稳稳放着你♡ 

爱情是茫茫宇宙里冥冥...
",79267,1059,140
⁢[节奏Trap] 槟榔加烟法力无边,狙臀,86万,http://p2.music.126.net/DTRcFJ-O6CjKVgfZAgrCYA==/109951167125684259.jpg?param=140y140,2209412974,https://music.163.com/playlist?id=2209412974,"介绍：
感谢收藏，这里都是你想听想要的~
",10322,250,87
『Drill文化·让世界不再沉闷」Drill到底!,贝嘞个京泽,1720,http://p2.music.126.net/hA1gqvjan5p--Adsau1z0w==/109951167937874488.jpg?param=140y140,7652223958,https://music.163.com/playlist?id=7652223958,"介绍：
「Drill里的高能预警·让世界不再沉闷」

这几年的中文说唱进步太快，紧跟潮流了 Drill music虽然已经存在有一段时间，但一直局限于「纽约、芝加哥」等区域。

在最近几年，才经过「pop smoke、Chief Keef」...
",11,,0
情绪说唱|音乐只提供氛围 听的是自己的故事,诉喵,4236,http://p2.music.126.net/vpdFjtzHBEgTGMh5yKm3ZA==/109951167934230202.jpg?param=140y140,7609122811,https://music.163.com/playlist?id=7609122811,"介绍：
音乐只提供氛围 听的是自己的故事
",39,1,0
最怕rapper说情话,可你怎么总是忘记我很爱你,745万,http://p2.music.126.net/lX3kPSLZt-TjWmCaRM-ZFA==/109951163850876839.jpg?param=140y140,2349211741,https://music.163.com/playlist?id=2349211741,"介绍：
不是情歌很甜
是和我谈恋爱的你很甜
",10万,1828,379
最怕Rapper唱情歌丨高能预警！代入感太强,角港,34万,http://p2.music.126.net/8-WzzdJCWSSE3yy56yxc6Q==/109951167844497425.jpg?param=140y140,7454200021,https://music.163.com/playlist?id=7454200021,"介绍：
“ 智者即入爱河，智者也听饶舌。”

今天分享一下 一直忽略很久没发布的Rapper歌单，很好听 代入感很强！真的非常值得推荐的Rap～

感谢之前收藏过我共享歌单的铁铁们！好的rap值得分享和推荐，今天分享的...
",2288,26,29
甜度99% | 饶舌歌手藏在星河里的浪漫,名侦探-柯北,221万,http://p2.music.126.net/q6BM3ITbzd5sWNN2ErWF5w==/109951164259415354.jpg?param=140y140,2897918638,https://music.163.com/playlist?id=2897918638,"介绍：
我理想的爱情：

一屋两人
三餐四季
狗在跑，
我在闹，
他在笑。

最初喜欢于样貌，
然后却沉溺于才情，
最后折服在于三观。

有钱，有爱，有孩子
他不出轨，
我不出轨，
就足够了。
醒同笑睡同床
生同房死...
",21208,314,85
吃一口糖 那些高甜的【中文rap】请签收,-甜饼怪BABE-,103万,http://p2.music.126.net/fxtHD6AP0HSxlYgK5px1mg==/109951166685229202.jpg?param=140y140,7101844587,https://music.163.com/playlist?id=7101844587,"介绍：
我偷偷看到你偷偷看我哟 投稿请私信
",16349,212,101
「说唱」我不想堕落 可我不快乐,可你怎么总是忘记我很爱你,55万,http://p2.music.126.net/VQihF-i8htP3kxWSPinkQQ==/109951163850139194.jpg?param=140y140,2395621500,https://music.163.com/playlist?id=2395621500,"介绍：
“我将懊恼暗藏于心，一味地掩盖自己的忧郁和敏感，竭力把自己伪装成纯真无邪的乐天派，逐渐将自己塑造成一个滑稽逗乐的怪胎。”

――太宰治《人间失格》
",6087,116,41
最强中文说唱,SFGXZT,1882万,http://p2.music.126.net/JMRatt50ckFSt6EDkYO5ow==/109951167670568558.jpg?param=140y140,777915656,https://music.163.com/playlist?id=777915656,"介绍：
最强中文说唱
",16万,4437,2524
甜蜜说唱 ：心动到小鹿乱撞,一只眼睛的鹿_,1039万,http://p2.music.126.net/3SZ47Ml05q2mZS2dvdryBg==/109951166324551536.jpg?param=140y140,6938479113,https://music.163.com/playlist?id=6938479113,"介绍：
他一眨眼 温顺的小鹿有跳动一下 柔软的暖风有轻拂一下 遥远的星星有闪烁一下 我也有心动 却不止一下。
",13153,170,18
精选/一听就中毒的rap,逃雪天,160万,http://p2.music.126.net/ltT6pJj_0K0FRAJgfh84yw==/109951167578588120.jpg?param=140y140,5062377502,https://music.163.com/playlist?id=5062377502,"介绍：
说唱 是指有节奏地说话的特殊唱歌形式。发源于纽约贫困黑人聚居区。它以在机械的节奏声的背景下，快速地诉说一连串押韵的诗句为特征。这种形式来源之一是过去电台节目主持人在介绍唱片时所用的一种快速的、...
",15279,181,31
『TRAP』旋律播放了一下就上头了/精选,只亲嘴不恋爱可以吗,61万,http://p1.music.126.net/vZOt4rRUIQOugT9BrtprRQ==/109951164606541081.jpg?param=140y140,2846637634,https://music.163.com/playlist?id=2846637634,"介绍：
『优质宝藏歌单』 持续更新 trap 一个歌单就够了 随机播放 又不好听的你找我。推荐另外一个前奏炸裂歌单灰常不错滴
",6997,181,55
用情至深的rappers,EileenShell,626万,http://p1.music.126.net/SgK1YfbPA6srO5Cqnos1wA==/19153492556456734.jpg?param=140y140,1982518452,https://music.163.com/playlist?id=1982518452,"介绍：
The moon for the night
And you forever ♡
",81077,1237,231
rapper们的高甜情话你听过吗？,Andy_Yuee,148万,http://p1.music.126.net/5Cl0nouFFnPtEtHIzNBOZg==/109951166883009368.jpg?param=140y140,7213920180,https://music.163.com/playlist?id=7213920180,"介绍：
rapper们的高甜情话你听过吗？
",15964,321,166
艾米纳姆：成为王？明明可以做上帝,亏普,259万,http://p1.music.126.net/47_IdgETtAkfxevgJV6Njg==/1384285140742647.jpg?param=140y140,88337987,https://music.163.com/playlist?id=88337987,"介绍：
阿姆（英语：Eminem，另有一別名為Slim Shady），本名马绍尔·布鲁斯·马瑟斯三世（Marshall Bruce Mathers III），是一位美國饒舌歌手、音樂製作人及演員。他在1997年被饒舌歌手兼製作人Dr. Dre發掘，其後簽...
",41117,682,633
